address,borough,unitsres
582 MARCY AVENUE,BK,8
294 SOUTH 5 STREET,BK,5
164 SOUTH 8 STREET,BK,3
177 CLYMER STREET,BK,3
864 DRIGGS AVENUE,BK,6
 CLYMER STREET,BK,3
175 CLYMER STREET,BK,3
156 HOOPER STREET,BK,4
90 PENN STREET,BK,3
340 GRAND STREET,BK,5
237 SOUTH 1 STREET,BK,8
305 GRAND STREET,BK,5
 PARK AVENUE,BK,8
 DELMONICO PLACE,BK,8
226 VERNON AVENUE,BK,4
224 VERNON AVENUE,BK,7
105 SOUTH 3 STREET,BK,6
170 LYNCH STREET,BK,3
147 MIDDLETON STREET,BK,3
169 TOMPKINS AVENUE,BK,3
37 LEXINGTON AVENUE,BK,3
57 LYNCH STREET,BK,3
63 LYNCH STREET,BK,4
35A LEXINGTON AVENUE,BK,3
688 FLUSHING AVENUE,BK,3
168 THROOP AVENUE,BK,9
700 FLUSHING AVENUE,BK,5
368 NEW LOTS AVENUE,BK,6
95 QUINCY STREET,BK,6
90-25 170 STREET,QN,8
90-23 170 STREET,QN,8
90-21 170 STREET,QN,8
56 FROST STREET,BK,8
82 UNION AVENUE,BK,4
72 THROOP AVENUE,BK,3
194 WALLABOUT STREET,BK,4
1 LYNCH STREET,BK,5
11 LYNCH STREET,BK,6
464 FLUSHING AVENUE,BK,9
244 NORTH 5 STREET,BK,5
83 SOUTH 10 STREET,BK,4
460 BEDFORD AVENUE,BK,6
152 SOUTH 9 STREET,BK,4
530 LAFAYETTE AVENUE,BK,7
276 SKILLMAN STREET,BK,3
120 DIVISION AVENUE,BK,3
102 DIVISION AVENUE,BK,4
199 SOUTH 1 STREET,BK,8
661 FLUSHING AVENUE,BK,3
695 LAFAYETTE AVENUE,BK,9
278 WARREN STREET,BK,5
956 BEDFORD AVENUE,BK,9
386 WALLABOUT STREET,BK,3
382 WALLABOUT STREET,BK,6
80 UNION STREET,BK,4
78 UNION AVENUE,BK,4
394 WALLABOUT STREET,BK,3
388 WALLABOUT STREET,BK,3
268 CUMBERLAND STREET,BK,8
342 53 STREET,BK,6
76 UNION AVENUE,BK,4
130 HARRISON AVENUE,BK,6
151 LORIMER STREET,BK,3
144 MIDDLETON STREET,BK,4
101 LORIMER STREET,BK,4
85 LORIMER STREET,BK,4
138 MIDDLETON STREET,BK,4
93 LORIMER STREET,BK,4
99 LORIMER STREET,BK,4
95 LORIMER STREET,BK,4
107 LORIMER STREET,BK,4
174 KOSCIUSZKO STREET,BK,6
176 KOSCIUSZKO STREET,BK,6
218 CLASSON AVENUE,BK,6
370 MENAHAN STREET,BK,8
366 MENAHAN STREET,BK,8
186 MESEROLE STREET,BK,7
168 MESEROLE STREET,BK,8
170 MESEROLE STREET,BK,8
217 NORTH 11 STREET,BK,4
223 NORTH 11 STREET,BK,4
78-15 79 LANE,QN,7
4022 8 AVENUE,BK,10
832 40 STREET,BK,8
40 DOUGLASS STREET,BK,3
175 SKILLMAN AVENUE,BK,7
392 GRAHAM AVENUE,BK,8
774 MYRTLE AVENUE,BK,10
76 NORTH 8 STREET,BK,3
69 BERRY STREET,BK,6
54-25 102 STREET,QN,6
59-26 XENIA STREET,QN,5
56-20 WALDRON STREET,QN,8
56-14 WALDRON STREET,QN,8
51 BAYARD STREET,MN,5
98 MADISON STREET,MN,22
102 MADISON STREET,MN,12
71-60 162 STREET,QN,7
71-04 162 STREET,QN,3
982 50TH STREET,BK,8
262 55 STREET,BK,5
235 55 STREET,BK,8
51-45 SIMONSON STREET,QN,3
51-47 SIMONSON STREET,QN,3
51-43 SIMONSON STREET,QN,3
355 53 STREET,BK,8
306 21 STREET,BK,4
302 21 STREET,BK,4
304 21 STREET,BK,4
328 21 STREET,BK,5
538 57 STREET,BK,5
540 57TH STREET,BK,6
556 60 STREET,BK,8
639 6 AVENUE,BK,6
5015 6 AVENUE,BK,9
254 55 STREET,BK,8
187 20 STREET,BK,8
198 21 STREET,BK,8
200 21 STREET,BK,8
206 21 STREET,BK,8
204 21 STREET,BK,8
274 20 STREET,BK,8
279 21 STREET,BK,5
274 21 STREET,BK,5
272 21 STREET,BK,4
52-25 VAN LOON STREET,QN,3
661 51 STREET,BK,8
211 61 STREET,BK,5
 CLINTON STREET,MN,6
25-12 37 AVENUE,QN,39
188 COOPER STREET,BK,8
1541 DEAN STREET,BK,6
363 16 STREET,BK,7
156 DEVOE STREET,BK,8
137 CARLTON AVENUE,BK,6
332 21 STREET,BK,4
123 SULLIVAN STREET,MN,6
118 SULLIVAN STREET,MN,10
142 PROSPECT PARK WEST,BK,4
,BK,4
49-11 108 STREET,QN,4
813 JEFFERSON AVENUE,BK,8
11-17 47 ROAD,QN,7
34-57 107 STREET,QN,3
30-88 36 STREET,QN,8
30-19 32 STREET,QN,8
30-18 23 STREET,QN,8
1437 HANCOCK STREET,BK,9
149 DUPONT STREET,BK,4
71-40 160 STREET,QN,8
159-13 72 AVENUE,QN,8
339 18 STREET,BK,4
347 17 STREET,BK,5
394 PROSPECT AVENUE,BK,8
4914 8 AVENUE,BK,5
758 50 STREET,BK,4
774 52 STREET,BK,6
338 58 STREET,BK,4
51-41 SIMONSON STREET,QN,4
84-40 GRAND AVENUE,QN,3
625 49 STREET,BK,5
52-19 VAN LOON STREET,QN,3
52-16 VAN LOON STREET,QN,7
52-05 VAN LOON STREET,QN,3
86-49 GRAND AVENUE,QN,3
86-41 GRAND AVENUE,QN,3
86-47 GRAND AVENUE,QN,3
52-15 VAN LOON STREET,QN,3
86-43 GRAND AVENUE,QN,3
52-23 VAN LOON STREET,QN,3
86-39 GRAND AVENUE,QN,3
353 20 STREET,BK,5
341 20 STREET,BK,4
343 20 STREET,BK,4
839 50 STREET,BK,3
861 51 STREET,BK,8
824 49 STREET,BK,7
216 20 STREET,BK,6
228 20 STREET,BK,10
391 14 STREET,BK,8
390 14 STREET,BK,6
88-28 54 AVENUE,QN,3
88-34 54 AVENUE,QN,7
88-30 54 AVENUE,QN,7
90-17 56 AVENUE,QN,6
90-19 56 AVENUE,QN,7
90-13 56 AVENUE,QN,7
274 22ND STREET,BK,4
741 40 STREET,BK,4
754 40 STREET,BK,8
712 6 AVENUE,BK,8
4602 6 AVENUE,BK,9
499 VAN BUREN STREET,BK,5
25-74 38 STREET,QN,7
51-44 GOLDSMITH STREET,QN,7
1278 DECATUR STREET,BK,7
650 EAST 6 STREET,MN,5
334 21 STREET,BK,4
59 QUINCY STREET,BK,5
1504 JEFFERSON AVENUE,BK,9
475 WOODWARD AVENUE,QN,7
25 WEST 74 STREET,MN,13
94 GUERNSEY STREET,BK,6
453 12 STREET,BK,8
323 EAST 53 STREET,MN,11
84 MESEROLE AVENUE,BK,3
 GREENPOINT AVENUE,BK,8
55-48 96 STREET,QN,6
3335 HULL AVENUE,BX,8
651 METROPOLITAN AVENUE,BK,6
306 LEONARD STREET,BK,8
110 WITHERS STREET,BK,4
369 MANHATTAN AVENUE,BK,4
63 JACKSON STREET,BK,8
61 SCHAEFER STREET,BK,8
1052 PUTNAM AVENUE,BK,4
1054 PUTNAM AVENUE,BK,4
936 MADISON STREET,BK,11
449 DECATUR STREET,BK,6
778 MADISON STREET,BK,3
237 BAINBRIDGE STREET,BK,8
112 COOPER STREET,BK,8
672 HALSEY STREET,BK,8
1466 BUSHWICK AVENUE,BK,7
670 HALSEY STREET,BK,7
668 HALSEY STREET,BK,4
199 CHAUNCEY STREET,BK,6
193 CHAUNCEY STREET,BK,9
187 WOODPOINT ROAD,BK,4
189 WOODPOINT ROAD,BK,4
230 WITHERS ST,BK,5
847 KENT AVENUE,BK,4
350 SOUTH 3 STREET,BK,4
102 SKILLMAN STREET,BK,4
112 SKILLMAN STREET,BK,4
120 SKILLMAN STREET,BK,7
65 WOODBINE STREET,BK,8
76 PALMETTO STREET,BK,8
45 IRVING PLACE,BK,3
643 MORGAN AVENUE,BK,3
53 IRVING PLACE,BK,4
181 FRANKLIN AVENUE,BK,3
186 FRANKLIN AVENUE,BK,4
682 MYRTLE AVENUE,BK,3
872 BEDFORD AVENUE,BK,4
110 SKILLMAN STREET,BK,8
135 TAAFFE PLACE,BK,3
103 TAAFFE PLACE,BK,3
99 TAAFFE PLACE,BK,3
137 TAAFFE PLACE,BK,3
838 KENT AVENUE,BK,3
489 VANDALIA AVENUE,BK,8
544 VANDALIA AVENUE,BK,3
553 VANDALIA AVENUE,BK,3
120 HART STREET,BK,4
120 PULASKI STREET,BK,6
216 WALWORTH STREET,BK,3
1021 BEDFORD AVENUE,BK,15
377 QUINCY STREET,BK,4
548 VANDALIA AVENUE,BK,3
543 VANDALIA AVENUE,BK,3
554 VANDALIA AVENUE,BK,3
579 LAFAYETTE AVENUE,BK,3
87 ADELPHI STREET,BK,3
89 ADELPHI STREET,BK,3
96 ADELPHI STREET,BK,7
130 ADELPHI STREET,BK,7
85 CARLTON AVENUE,BK,7
137 CARLTON AVENUE,BK,36
537 VANDALIA AVENUE,BK,3
539 VANDALIA AVENUE,BK,3
541 VANDALIA AVENUE,BK,3
551 VANDALIA AVENUE,BK,3
91 MADISON STREET,BK,3
40 SCHOLES STREET,BK,6
18 MESEROLE STREET,BK,7
29 MONTROSE AVENUE,BK,10
14 MESEROLE STREET,BK,7
27 MONTROSE AVENUE,BK,10
327 KOSCIUSZKO STREET,BK,8
770 LAFAYETTE AVENUE,BK,7
246 UNION AVENUE,BK,9
143 MIDDLETON STREET,BK,3
39 DEBEVOISE STREET,BK,5
122 BOERUM STREET,BK,8
127 BOERUM STREET,BK,7
302 THROOP AVENUE,BK,8
191 JOHNSON AVENUE,BK,8
187 JOHNSON AVENUE,BK,8
659 FLUSHING AVENUE,BK,3
729 FULTON STREET,BK,3
205 NORTH 8 STREET,BK,9
207 NORTH 8 STREET,BK,4
203 NORTH 8 STREET,BK,6
218 NORTH 8 STREET,BK,7
258 NORTH 9 STREET,BK,4
14 BAYARD STREET,BK,9
44 WITHERS STREET,BK,3
46 WITHERS STREET,BK,3
25-40 36 STREET,QN,10
30-79 32 STREET,QN,8
30-13 30 STREET,QN,8
30-47 32 STREET,QN,8
30-79 31 STREET,QN,8
30-35 31 STREET,QN,8
2828 WEST 17 STREET,BK,8
35-04 28 AVENUE,QN,7
31-26 28 AVENUE,QN,8
31-14 28 ROAD,QN,8
87-87 144 STREET,QN,8
123 KINGSLAND AVENUE,BK,7
64 NORTH 8 STREET,BK,7
66 NORTH 8 STREET,BK,5
62 NORTH 9 STREET,BK,5
568 GRAHAM AVENUE,BK,4
721 EAST 212 STREET,BX,8
723 EAST 212 STREET,BX,8
3545 CARLISLE PLACE,BX,8
202 PUTNAM AVENUE,BK,3
99 NORTH 4 STREET,BK,8
3603 BARNES AVENUE,BX,10
25-34 27 STREET,QN,4
25-36 27 STREET,QN,4
27-11 ASTORIA BOULEVARD,QN,8
759 41 STREET,BK,8
771 42 STREET,BK,7
147-29 41 AVENUE,QN,3
104-62 43 AVENUE,QN,4
10444 45 AVENUE,QN,3
535 VANDALIA AVENUE,BK,3
1056 BEDFORD AVENUE,BK,7
288 19 STREET,BK,3
668 6 AVENUE,BK,4
838 BEDFORD AVENUE,BK,9
94 SPENCER STREET,BK,6
821 BEDFORD AVENUE,BK,5
860 BEDFORD AVENUE,BK,3
168-64 93 AVENUE,QN,4
168-72 93 AVENUE,QN,4
28 LAWTON STREET,BK,5
28A LAWTON STREET,BK,5
156 SKILLMAN STREET,BK,8
890 BEDFORD AVENUE,BK,4
81 BUTLER STREET,BK,3
234 FRANKLIN AVENUE,BK,8
53-08 102 STREET,QN,7
53-10 102 STREET,QN,7
102-12 RADCLIFF AVENUE,QN,7
 DECATUR AVENUE,BX,7
3333 HULL AVENUE,BX,8
3214 OLINVILLE AVENUE,BX,8
2512 CRUGER AVENUE,BX,8
2544A WHITE PLAINS ROAD,BX,6
800 5 AVENUE,BK,6
713 40 STREET,BK,8
55-12 111 STREET,QN,8
110-46 CORONA AVENUE,QN,4
110-38 CORONA AVENUE,QN,4
110-36 CORONA AVENUE,QN,3
433 COLUMBIA STREET,BK,4
40 WOODHULL STREET,BK,3
300 20 STREET,BK,4
2416 WESTCHESTER AVENUE,BX,8
208 21 STREET,BK,4
757 55 STREET,BK,4
264 57 STREET,BK,6
262 57 STREET,BK,6
357 49 STREET,BK,6
838 41 STREET,BK,8
756 40 STREET,BK,7
720 6 AVENUE,BK,3
293 23 STREET,BK,3
774 51 STREET,BK,6
320 19 STREET,BK,3
323 20 STREET,BK,6
327 20TH STREET,BK,4
594 6 AVENUE,BK,3
180 19 STREET,BK,7
900 KNICKERBOCKER AVENUE,BK,8
85-20 57 AVENUE,QN,3
85-09A 57 AVENUE,QN,3
85-09 57 AVENUE,QN,3
8-17 47TH ROAD,QN,5
410 FENIMORE STREET,BK,6
 LEXINGTON AVENUE,BK,4
197 PRINCE STREET,MN,6
15 AVENUE,BK,4
924 LAFAYETTE AVENUE,BK,4
5-13 47TH ROAD,QN,5
109 TROUTMAN STREET,BK,8
181 SULLIVAN STREET,MN,5
151 NEWEL STREET,BK,4
982 50 STREET,BK,8
5-15 47TH ROAD,QN,5
412 FENIMORE STREET,BK,6
330 PARK PLACE,BK,5
44 WEST 106 STREET,MN,5
35-57 86 STREET,QN,5
35-55 86 STREET,QN,6
35-53 86 STREET,QN,5
35-33 86 STREET,QN,5
35-31 86 STREET,QN,6
406 FENIMORE STREET,BK,6
792 CLASSON AVENUE,BK,8
30 SKILLMAN AVENUE,BK,7
